 Borrowing dependency, Current Liability to Current Assets, Debt ratio %, Net Income to Stockholder's Equity, Net Value Per Share (A), Net profit before tax/Paid-in capital, Operating Gross Margin, Per Share Net profit before tax (Yuan ¥), Persistent EPS in the Last Four Seasons, ROA(A) before interest and % after tax, Working Capital to Total Assets,Bankrupt
0.389597680967516,0.142937737842249,0.21150648486864,0.838488360497308,0.150267582487042,0.164731166578689,0.602271580737687,0.165700082850041,0.208565755885412,0.51302878325338,0.666538978308631,0
0.36963718146295,0.0125095234008173,0.0586812588807933,0.841862815570387,0.211326956301884,0.192180076917276,0.610862076420819,0.193115914739776,0.238347357473764,0.586513301351941,0.870261770028448,0
0.388757792177291,0.0383314202913406,0.196662333343411,0.840439916449661,0.188951160928743,0.173772716989669,0.607539745456118,0.174738269187316,0.21858750118181,0.547263410379416,0.776495597296821,0
0.380294039361819,0.0338115966354939,0.18284608640445,0.841672017067274,0.212717542455017,0.189797149536234,0.601954481903746,0.19078104993598,0.236834641202609,0.55865678150894,0.793065473965995,0
0.380200097073698,0.0384440954424581,0.182997248843607,0.839356894145357,0.151236778896802,0.164866902948496,0.599814064774644,0.165850719288996,0.206202136711733,0.528020061055386,0.782899119147869,0
0.372603073702198,0.0165549493125396,0.0847416633914805,0.840454228205194,0.195735535797059,0.173011085136868,0.598877181856181,0.174135723431498,0.218871135482651,0.544592237243785,0.824151882449546,0
0.36963718146295,0.049850407237795,0.0425975753544759,0.83843562058373,0.16038093632801,0.16284593922027,0.608418974041136,0.163817127363109,0.208187576817623,0.48370039249891,0.749226029716463,0
0.370616865324783,0.0257781603337758,0.0410557184750733,0.840460386563289,0.187897686570309,0.17205338963879,0.604166966949653,0.173005950139339,0.220667486054647,0.543447448757087,0.784617759015596,0
0.380144179045054,0.0457277522802049,0.159657768237748,0.841809742878278,0.186675656314525,0.175552371616017,0.601377938569308,0.176545906454771,0.230972865651886,0.570976886175316,0.755588229361375,0
0.37036635255646,0.0180038429689033,0.0767905190918161,0.841099637582348,0.181534701445367,0.172732071487821,0.603900315657476,0.173683814114634,0.218020232580127,0.54355647623201,0.863427661890393,0
0.370934479727478,0.0105888446453891,0.0591045137104332,0.839001478853179,0.168134507606085,0.163735766533444,0.613384453508987,0.164720945996837,0.215562068639501,0.503924989097252,0.871973088988356,0
0.370099064379545,0.0155728600079972,0.0582882365389848,0.844657443452702,0.1829252875985,0.206832063946912,0.623308205653007,0.209234013707916,0.253190885884466,0.667248146532926,0.848550443438399,0
0.373682291655017,0.0242799193176114,0.0934486198869305,0.840175472996208,0.17348615734693,0.169678003167182,0.604044451491085,0.17074640355502,0.215751158173395,0.536088094199738,0.806414547597798,0
0.36963718146295,0.0088184909051805,0.0339510838346888,0.841074612066408,0.180986894778981,0.17787497172159,0.614465472261059,0.17993522633125,0.223031105228326,0.568087658089839,0.866531695910128,0
0.370737648266653,0.0169324863112469,0.044532454575687,0.840832480196191,0.177952888626691,0.174934017042455,0.612562879257412,0.175868042479476,0.220762030821594,0.557566506759703,0.808021293627959,0
0.36963718146295,0.0153847950928772,0.0369441001299997,0.84212979636458,0.216299355273693,0.199457054520775,0.629167327289238,0.200647736687505,0.243263685355016,0.600141735717401,0.829864044568164,0
0.36963718146295,0.0250566082368512,0.0887928167608912,0.841622733237215,0.234966920905145,0.192451549656889,0.601976102278788,0.193417187617685,0.239765528977971,0.573866114260794,0.806660806672452,0
0.381105969137722,0.0466169475760481,0.165553103364876,0.839754353423377,0.169061565041507,0.167423271246512,0.615308666887675,0.168411538751224,0.212347546563298,0.535870039249891,0.755729690684704,1
0.370766725641548,0.0097687162534497,0.0440789672582157,0.842068926781456,0.188571910159707,0.186268003921273,0.619250781936897,0.188069594034797,0.233998298194195,0.600904928041866,0.860344819028528,0
0.379328894187433,0.0611242047446608,0.187290262115669,0.838237142888177,0.163162108634276,0.160628911846769,0.59585032935038,0.161632898998268,0.204689420440579,0.514119058002617,0.728954866573501,0
0.379976424959124,0.0380308941879464,0.151343834084107,0.844001318462777,0.216762883991404,0.225857778448081,0.620958791565171,0.226783158846125,0.267183511392644,0.615460095944178,0.777707289607718,0
0.374275022758638,0.0344866007603959,0.127762493575596,0.841671511372102,0.190636719902238,0.184247040193047,0.601637383069805,0.18520750169466,0.22785288834263,0.57048626253816,0.784946442094619,0
0.376985928787272,0.0358656790324587,0.143060132418297,0.843281142661636,0.184147317854283,0.19409546791343,0.622047017108924,0.195074188446185,0.244587312092276,0.59981465329263,0.771168170552503,0
0.36963718146295,0.0087192716990553,0.0311394624663664,0.839014839361369,0.168303063503434,0.160621370937335,0.664408538606783,0.161632898998268,0.207242129148152,0.497982991713912,0.884578927860137,0
0.370316026330681,0.0090359017445781,0.0485836079450978,0.840905228161671,0.17588807888416,0.174398612472664,0.624389224405079,0.175416133162612,0.221045665122435,0.557730047972089,0.888258298505765,0
0.36963718146295,0.0130823367973938,0.0815370196813496,0.843030398978176,0.197083982975854,0.205436995701682,0.621737125066663,0.206371921367779,0.247140020799849,0.620311818578282,0.944450878586688,0
0.383322559793148,0.0451238778480021,0.181546089427699,0.838049723463195,0.214150267582487,0.137719628987256,0.595028755098805,0.13738043232658,0.212158457029403,0.501526384648932,0.762636834112494,0
0.377120132056016,0.0381156543460818,0.136741542461529,0.840677284467894,0.175171716320425,0.173101576050072,0.598228570604938,0.174060405212021,0.21924931455044,0.553750545137375,0.782869887653129,0
0.37945638729274,0.0507069907786886,0.149136862472413,0.841382626646905,0.174244658885003,0.176291380740517,0.597140345061186,0.177299088649544,0.222463836626643,0.56841474051461,0.744718124245368,0
0.370941189890915,0.0226466400889674,0.0856788705142546,0.840374877755473,0.180860477855969,0.173742553351934,0.604253448449819,0.174738269187316,0.217358419211497,0.540449193196686,0.84097257889909,0
0.36963718146295,0.0106618659176536,0.0880672370529371,0.84039212081707,0.197716067590915,0.173169444234975,0.603093154989262,0.174135723431498,0.218776590715704,0.53968600087222,0.797594574456926,0
0.375036626308762,0.0558214255027212,0.10279045862684,0.841504877212426,0.199359487590072,0.181223135510143,0.611121520921316,0.182194772915568,0.231067410418833,0.570704317488007,0.743774569045192,0
0.374708946660911,0.0360527120175435,0.181032137134565,0.838925809446204,0.176646580422233,0.161563984616545,0.593464881304141,0.162536717631995,0.210551195991302,0.520606192760576,0.807036815659249,0
0.370090117494962,0.0216032985885099,0.0988602352087553,0.842999566450408,0.223505119885382,0.216627705301259,0.610155810836132,0.218196881825714,0.258674482367401,0.607392062799825,0.854681005135193,0
0.372522551740952,0.0159862292579138,0.111164857756145,0.844003823960511,0.194387088618263,0.209071714048714,0.621773159025065,0.209987195902689,0.256405407960669,0.630178805058875,0.886073072761286,0
0.374468499137744,0.0378368937273512,0.188922816458566,0.841187694095318,0.174792465551388,0.177769398989518,0.595951224433907,0.178579498380658,0.223125649995273,0.549280418665504,0.799081594031236,0
0.375050046635636,0.0411160286128186,0.149439187350727,0.840962383300704,0.226960515781046,0.182867053766684,0.604037244699405,0.183851773744069,0.22851470171126,0.549552987352813,0.765292062194155,0
0.375387791528642,0.0369773092528879,0.126553194062339,0.841820444642428,0.180101976317896,0.184292285649649,0.610847662837458,0.185282819914137,0.228892880779049,0.570159180113389,0.786591312071551,0
0.371806800974316,0.0364186233933689,0.0587114913686247,0.839238768057765,0.193122919388142,0.162174798280673,0.596376425143055,0.163139263387814,0.206485771012574,0.510466637592673,0.765689086619378,0
0.376026375415751,0.0446297534017096,0.120778788886537,0.8397629547987,0.174244658885003,0.167287534876706,0.596743971518759,0.168260902312269,0.211685733194668,0.528837767117314,0.756275003837022,0
0.36963718146295,0.0190525391402895,0.0791486531426671,0.843208455882949,0.191816611183684,0.200241309101878,0.61793914585105,0.201174964223846,0.24477640162617,0.616822939380724,0.822122979700228,0
0.36963718146295,0.0142113160250266,0.0708347189890256,0.841222202961417,0.210315620917787,0.183281803785537,0.604275068824861,0.184228364841455,0.229271059846837,0.564217182730048,0.862353025779159,0
0.373080613666814,0.038393416926024,0.10469510536022,0.842257394996878,0.202857022460073,0.191222381419199,0.612743049049424,0.193040596520298,0.235605559232296,0.586240732664632,0.763380456172511,0
0.36963718146295,0.0302113819201286,0.0811439973395411,0.842263452783409,0.176857275293919,0.183108362868562,0.623387480361493,0.184077728402501,0.214049352368346,0.591855647623201,0.796598022052248,0
0.378198231648262,0.0424764544281128,0.158448468724491,0.840778698842821,0.205764611689351,0.17211371691426,0.599662722149354,0.173307223017248,0.223503829063061,0.553532490187527,0.769382075659718,0
0.36963718146295,0.0150466508740776,0.0543277806330683,0.843546270092874,0.201887826050314,0.207276977603499,0.62063448593955,0.20885742261053,0.257918124231824,0.642716964675098,0.846840972153255,0
0.377735230371094,0.0375171611232123,0.148743840130604,0.8413375719533,0.180860477855969,0.17875725812533,0.603842661324032,0.179784589892295,0.217831143046232,0.559147405146097,0.782340062638663,0
0.371022830212735,0.0143952024805241,0.0560510324394594,0.838874698818431,0.165395474274156,0.163260689239122,0.60426786203318,0.164193718460496,0.207147584381204,0.500654164849542,0.856501640898083,0
0.385629737654977,0.0326627031351712,0.191885600266046,0.841951820184622,0.187518435801273,0.184239499283614,0.617701321725594,0.18520750169466,0.232580126689988,0.558384212821631,0.83581532940041,0
0.375907829195026,0.0385797005055199,0.182241436647822,0.84139529218074,0.174792465551388,0.179217253600784,0.604678649158968,0.180311817428636,0.227758343575683,0.554132141299607,0.790197412675097,0
0.372435319616268,0.0206718296106888,0.109139281071439,0.837393653059181,0.15861109940584,0.158773848126084,0.600253679067153,0.159749943511335,0.200245816394063,0.483754906236372,0.846811953894197,0
0.379346787956599,0.0403084145151062,0.160020558091725,0.8395588673092,0.162824996839577,0.165560666616394,0.604880439326021,0.166528583264292,0.211118464592985,0.532599215002181,0.770845000153757,0
0.369775858173986,0.0072424280384932,0.0252441273392387,0.842406789711476,0.178795668113438,0.184360153834552,0.628252064745817,0.185508774572569,0.233714663893353,0.615187527256869,0.887033024488832,0
0.36963718146295,0.0266843450292675,0.157057774284246,0.84183425683323,0.173738991192954,0.183756881079858,0.602293201112729,0.192136777886571,0.227663798808736,0.573702573048408,0.865141335270145,0
0.36963718146295,0.0118528310185251,0.0386673519363908,0.839911553291118,0.198769541949349,0.1686071940276,0.61764366739215,0.169616630262861,0.215656613406448,0.526929786306149,0.847567204057281,0
0.375634949215246,0.0248672135772332,0.188862351482904,0.843594673903369,0.199106653744048,0.210564814116582,0.597363755603281,0.211794833170144,0.259241750969084,0.585641081552551,0.876598242636698,0
0.36965283851097,0.0263407274714808,0.126190404208362,0.844643838667781,0.256542075765876,0.264271171103235,0.600008648150017,0.269111998192363,0.306703223976553,0.646532926297427,0.843666870764477,0
0.370081170610379,0.0307687263485128,0.0708044865011942,0.841891526627669,0.184947958366693,0.185928662996757,0.622919038902262,0.187617684717933,0.231351044719675,0.583296990841692,0.780738836461001,0
0.372887137287707,0.0309976434610133,0.170722858784049,0.840247595656774,0.183051704521512,0.171140939597315,0.595374681099468,0.172102131505611,0.216412971542025,0.536851286524204,0.838999048187365,0
0.379108577154578,0.0280998629654908,0.15714847174774,0.840721095652396,0.197336816821879,0.17635924892542,0.602084204153995,0.177525043307976,0.224827455800321,0.548735281290885,0.811822081994589,0
0.36963718146295,0.0152371267910773,0.0746137799679536,0.842474102446196,0.179638447600185,0.184269662921348,0.611258449963245,0.18520750169466,0.235038290630614,0.600468818142172,0.901848296182371,0
0.37246327863059,0.018989357188462,0.099767209843698,0.841678816269553,0.191816611183684,0.181245758238444,0.606746998371265,0.182571364012955,0.232201947622199,0.570104666375927,0.834889920749806,0
0.373549206746846,0.0190657708966312,0.0873416573449829,0.840772629207046,0.175424550166449,0.173735012442501,0.610184638002854,0.174738269187316,0.219816583152123,0.550425207152202,0.811232031279124,0
0.372877072042551,0.0463663136245099,0.133174108897421,0.842017759303773,0.191015970671274,0.19044566774753,0.600686086567982,0.190705731716502,0.234849201096719,0.571903619712167,0.754621307613185,0
0.36963718146295,0.0206121287184289,0.102336971309369,0.84221401839738,0.223420841936707,0.206138300279014,0.602703988238516,0.207049785343075,0.24411458825754,0.584223724378543,0.864277801379921,0
0.375563374138583,0.0381751963487746,0.114127641563624,0.835380596720506,0.155282120433189,0.150855893220722,0.577963072399429,0.15184153046622,0.193060414106079,0.439108155255124,0.763492146705166,0
0.372925161547185,0.0172118892567561,0.088490491882577,0.840346045765332,0.177868610678016,0.171736671442576,0.601976102278788,0.17270467726143,0.217074784910655,0.544864805931095,0.80019211194226,0
0.377824699216924,0.0531514973696922,0.14949965232639,0.838324454648204,0.147317854283427,0.164595430208883,0.596772798685481,0.165549446411087,0.208660300652359,0.505887483645879,0.74328013811941,0
0.36978927850086,0.0125741334109754,0.0564742872690994,0.83980632938412,0.185622181956091,0.167694743986125,0.622126291817409,0.168562175190179,0.216791150609814,0.524912778020061,0.887787510534405,0
0.36963718146295,0.33426540931832,0.022765063337062,0.841886316679566,0.205048249125616,0.188040117638187,0.657915219302671,0.189350003765911,0.236929185969557,0.596162232882686,0.729406846495724,0
0.370417797142812,0.0261210015580145,0.097409075792847,0.839198339861938,0.18372592811091,0.163856421084383,0.595879156517102,0.164796264216314,0.207903942516782,0.5082860880942,0.826682852610239,0
0.373853400822666,0.0203245330996169,0.103546270822626,0.838992114274788,0.169314398887531,0.163517080159867,0.595655745975007,0.164118400241018,0.208849390186253,0.51035761011775,0.825325494398713,0
0.373019103835306,0.0217428917650962,0.0911207183239109,0.840927390879585,0.176772997345245,0.175740894351859,0.602386889404575,0.177750997966408,0.217169329677602,0.558002616659398,0.848135372047149,0
0.377416497607827,0.0170656853392497,0.130543882456087,0.842988750574801,0.224432177320804,0.203001281954604,0.622515458568155,0.205166829856142,0.258674482367401,0.603249018752726,0.855276010201026,0
0.373475394949036,0.0499110439375019,0.136288055144058,0.839112004738391,0.175213855294762,0.16444461202021,0.647155479323715,0.165248173533178,0.207053039614257,0.514718709114697,0.749217818625535,0
0.371198412822675,0.0504605891913855,0.0597393959548931,0.841520559422751,0.205174666048628,0.18328934469497,0.606494760662448,0.18437900128041,0.232485581923041,0.571958133449629,0.7484925933153,0
0.370336156820993,0.0220886223155225,0.0658463584968407,0.841241685015659,0.178416417344402,0.178764799034764,0.605795701869442,0.179709271672818,0.224165642431691,0.565416484954208,0.823326222581737,0
0.377082107796539,0.036208809987903,0.213290201650694,0.841939928115359,0.204795415279592,0.194042681547395,0.598372706438548,0.194998870226708,0.237496454571239,0.553750545137375,0.815548648344574,0
0.37687968453285,0.0401219632810656,0.146778728421562,0.841019241591174,0.189498967595129,0.175386471608476,0.612815116966229,0.176395270015817,0.22322019476222,0.553150894025294,0.770705587603268,0
0.378024885759468,0.0402793340722627,0.153006620914835,0.840786764973367,0.180944755804644,0.176155644370711,0.606934374954958,0.177750997966408,0.222652926160537,0.54590056694287,0.765266673631207,0
0.373672226409861,0.0189113302374622,0.110076488194213,0.842624238723555,0.232480721419241,0.206658623029937,0.603417460614884,0.207577012879416,0.256121773659828,0.595835150457915,0.80192570975511,0
0.372099811444407,0.0481169376921967,0.0790579556791728,0.840208764403901,0.161434410686444,0.168984239499284,0.601493247236195,0.169993221360247,0.214900255270871,0.53821412996075,0.750847764035763,0
0.376906525186598,0.0262166018996457,0.130422952504762,0.839607143806474,0.166196114786566,0.1664127893824,0.605629945660791,0.167206447239587,0.212631180864139,0.52812908853031,0.81886898279124,0
0.36963718146295,0.0164009191464905,0.0659672884481664,0.843272547887196,0.19619906451477,0.205746172988462,0.614378990760893,0.206673194245688,0.247707289401532,0.62647187091147,0.835212146622067,0
0.379256200750196,0.0304871946334042,0.189255373824712,0.842609461907231,0.187771269647297,0.19466857703039,0.600397814900762,0.195601415982526,0.238725536541552,0.573648059310946,0.827446279382415,0
0.374808480751896,0.0345255427282864,0.163497294192339,0.840921678926335,0.170831401963676,0.173848126084006,0.603936349615878,0.174813587406794,0.220667486054647,0.548517226341038,0.778251980431838,0
0.36963718146295,0.0049055354083468,0.0200743719200653,0.844619243929209,0.223420841936707,0.223150591961391,0.661237550267372,0.227611659260375,0.283350666540607,0.703881378107283,0.937023893050083,0
0.372153492751905,0.0259777942402832,0.112071832391087,0.840313044958152,0.179849142471872,0.170115375914335,0.601039219360325,0.171198312871884,0.217452963978444,0.538323157435674,0.818192418801371,0
0.371624508200938,0.0350265528923257,0.0773649363606131,0.84070716541019,0.180312671189583,0.17510745795943,0.598279018146702,0.176093997137908,0.220005672686017,0.549825556040122,0.770992766136199,0
0.370815933506754,0.0130564111621721,0.0560812649272909,0.840489163305961,0.180270532215246,0.173810421536837,0.610184638002854,0.174813587406794,0.218209322114021,0.545137374618404,0.854528019981873,0
0.372609783865636,0.0238285206313661,0.10427185053058,0.842847983227416,0.190173191184527,0.199351481788704,0.617910318684328,0.200271145590118,0.242223692918597,0.600359790667248,0.805577715338882,0
0.954819351216665,0.218206076470393,0.29519001118602,0.442175535447606,0.12696472967848,0.0817283764421989,0.587353521959094,0.0827747232055434,0.112319183133214,0.422372437854339,0.58881527702912,1
0.378189284763679,0.0282298591732721,0.160594975360522,0.84637522135504,0.235936117314905,0.26247643465802,0.628179996829012,0.267454997363862,0.320506759950837,0.685510248582643,0.795426736109891,0
0.371752001306245,0.015444820727559,0.0877649121746228,0.84074346054253,0.1829252875985,0.175318603423573,0.605572291327347,0.176545906454771,0.221612933724118,0.550370693414741,0.834748778590363,0
0.374925908612047,0.0365272061277277,0.105511382531669,0.841981001947992,0.203025578357423,0.187293567604253,0.597846610645873,0.188295548693229,0.237401909804292,0.580353249018753,0.757483786708423,0
0.378974373885833,0.0431729964891198,0.174653082202134,0.84240934831029,0.189541106569466,0.190950908679587,0.605456982660459,0.19243805076448,0.237780088872081,0.575719581334496,0.761912650153743,0
0.370662718108271,0.0341090530002439,0.152976388427004,0.841824079537807,0.231680080906831,0.196478395294473,0.599496965940703,0.197484371469458,0.243263685355016,0.565307457479285,0.809782809039624,0
0.370128141754439,0.0136048363979951,0.0808416724612268,0.843469532092814,0.181450423496692,0.191335495060704,0.622263220859338,0.192287414325525,0.243830953956698,0.637265590928914,0.867921897657804,0
0.372957594003798,0.0299185346188753,0.115609033467364,0.838868676785451,0.178753529139101,0.159716461805294,0.594639588348059,0.16072908036454,0.204878509974473,0.504034016572176,0.778115711521482,0
0.370964675462945,0.0370493070679289,0.0514859267769145,0.839021012538371,0.178374278370064,0.16110398914109,0.60696320212168,0.161482262559313,0.204027607071949,0.502507631923245,0.765515983382962,0
0.370238859451153,0.029700152133011,0.0793905130453185,0.841745541275872,0.21073701066116,0.18591358117789,0.599396070857176,0.187316411840024,0.221802023258013,0.581116441343218,0.797876878085642,0
0.374438303402277,0.0144165263077029,0.137648517096472,0.844456855195024,0.195819813745733,0.21394314154287,0.60472188990905,0.215108834827145,0.26169991490971,0.626798953336241,0.902532054738608,0
0.373878004755269,0.0138160222041835,0.0874625872963086,0.839620049147846,0.140407062492099,0.168117034914411,0.591511840758731,0.16908940272652,0.21026756169046,0.527802006105539,0.804240656446988,0
0.369657311953261,0.0254638058712279,0.0848928258306376,0.842733685460151,0.192532973747419,0.196508558932207,0.61342769425907,0.197484371469458,0.242223692918597,0.602976450065416,0.817448970805667,0
0.36963718146295,0.0054030549200373,0.0286603984641896,0.8417939942475,0.210399898866462,0.186516853932584,0.632403176753773,0.187467048278979,0.237212820270398,0.589729611862189,0.977799342209964,0
0.376356291784747,0.037469090528489,0.120385766544729,0.839822593545238,0.199570182461759,0.166623934846543,0.609874745960593,0.167583038336974,0.217642053512338,0.528510684692542,0.764053254469903,0
0.375704287570764,0.0205156302100602,0.143453154760105,0.839393185470061,0.17125279170705,0.16532689842395,0.600592398276135,0.16630262860586,0.210078472156566,0.521260357610118,0.843583269688114,0
0.370256753220319,0.0122594559103068,0.0567463796595822,0.840792437042001,0.179174918882474,0.172905512404796,0.616382478848067,0.173909768773066,0.2205729412877,0.556040122110772,0.906156459128903,0
0.373385926103207,0.0575181821116337,0.0955951265229616,0.838959843254632,0.172559099911508,0.163011839227811,0.599187073898442,0.163967763802064,0.206674860546469,0.506705189707806,0.738180422531589,0
0.37016728437449,0.0320463753253363,0.0760649393838619,0.841405614122212,0.195356285028022,0.18365884925722,0.605247985701725,0.184604955938842,0.228987425545996,0.569505015263846,0.78349439068934,0
0.372218357665132,0.0278684488082468,0.0789672582156786,0.839810269816529,0.187771269647297,0.166141316642787,0.597940298937719,0.166980492581155,0.212631180864139,0.526493676406454,0.794782090439516,0
0.378151260504202,0.0261608589791262,0.140550835928289,0.841685101426325,0.187771269647297,0.183621144710052,0.607316334914023,0.186111320328387,0.230027417982415,0.56220017444396,0.861227899430915,0
0.372972132691245,0.0175399904180826,0.0808114399733954,0.840555169051384,0.177025831191269,0.173667144257597,0.607049683621845,0.174964223845748,0.218398411647915,0.551951591801134,0.863898754129485,0
0.372390585193353,0.0180404205840731,0.0847718958793119,0.840352427700733,0.178416417344402,0.172815021491592,0.613629484426123,0.173759132334112,0.217074784910655,0.5402856519843,0.847494955780998,0
0.387237940158763,0.0388343303616739,0.187471657042658,0.840512742670138,0.178416417344402,0.17262649875575,0.598718632439211,0.173608495895157,0.21792568781318,0.556857828172699,0.781686058873527,0
0.377098883205132,0.0330862699496391,0.191855367778214,0.84085449037346,0.212380430660318,0.182339190106327,0.597983539687802,0.184002410183023,0.224260187198639,0.546881814217183,0.832542996705528,0
0.396162457530257,0.0461112502915168,0.228587840493394,0.840807345067389,0.167755256837049,0.17291305331423,0.599208694273483,0.176997815771635,0.219438404084334,0.55745747928478,0.760863129785161,0
0.370564302377858,0.0177338727462568,0.0532091785833056,0.844473603396304,0.185748598879103,0.199585249981148,0.611042246212831,0.203585147247119,0.255081781223409,0.715492804186655,0.838877970043497,0
0.37203047308889,0.0328771374855479,0.119690419324606,0.840534341813879,0.172559099911508,0.174753035216047,0.609413511293043,0.175792724259999,0.21792568781318,0.544755778456171,0.793106585143287,0
0.372320128477263,0.0171761746023302,0.0699882093297457,0.841504721658016,0.171421347604399,0.174602217027374,0.604606581242163,0.176922497552158,0.236929185969557,0.584550806803314,0.864833519219722,0
0.375658434787277,0.0252675636215161,0.134746198264655,0.835796176565766,0.164299860941385,0.148073297639695,0.594171146888828,0.153197258416811,0.18871135482651,0.460586567815089,0.820977526998591,0
0.373146596940613,0.0227591901930704,0.106720682044925,0.841859047231347,0.171463486578737,0.179104139959279,0.6039651767826,0.180085862770204,0.227096530207053,0.578390754470126,0.830736435601019,0
0.36963718146295,0.0050172069695235,0.0261511019741814,0.839334311617241,0.228140407062492,0.164512480205113,0.657540466135286,0.165097537094223,0.210834830292143,0.507904491931967,0.84852425793123,0
0.386054714672667,0.0443222580211151,0.1904949058258,0.840084388663167,0.171674181450423,0.169285875876631,0.598963663356347,0.170294494238156,0.215278434338659,0.541157871783689,0.765844066753872,1
0.371875020969261,0.0233278687601354,0.0995858149167095,0.842100397507175,0.187434157852598,0.189699117713596,0.615856383055391,0.192588687203435,0.233903753427248,0.588802878325338,0.846480235034227,0
